,smiles,Caco2_Wang,Lipophilicity_AstraZeneca,Solubility_AqSolDB,HydrationFreeEnergy_FreeSolv,PPBR_AZ,VDss_Lombardo,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ
10147,Cc1ccc(O)c(CO)c1,,,-0.3143,,,,,
10148,CCOC(=O)c1c(C)c(CC)c(C=O)[nH]1,,,-2.7186,,,,,
10149,CC(=O)CC1CCCCN1,,,-0.4509,,,,,
10150,CC/C(N=O)=C(/CC)NO,,,-2.5525,,,,,
10151,O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1,,,0.2984,,,,,
10152,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1C,,,-3.1435,,,,,
10153,CC1CCC(C)(C)C1,,,-4.4784,,,,,
10154,CC1NC(=O)CNC1=O,,,0.2903,,,,,
10155,C=CN(C)N=O,,,-0.4579,,,,,
10156,O=c1ccnc[nH]1,,,0.586,,,,,
10157,O=c1ccccc(Br)c1O,,,-2.4352,,,,,
10158,CC(=O)C1(C)CO1,,,0.3797,,,,,
10159,CCSC(=S)NCC(=O)O,,,-1.0882,,,,,
10160,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,0.3487,,,,,
10161,CCN(CC)C(=O)OC,,,-0.2918,,,,,
10162,O=C(O)CCC(=O)c1cccc2ccccc12,,,-3.4833,,,,,
10163,CC1(C)C(=O)[C@@]2(C)CC[C@@H]1C2,,,-1.8507,,,,,
10164,NP(N)(=O)c1ccccc1,,,-1.1482,,,,,
10165,NCCCNc1ccccc1,,,-1.6543,,,,,
10166,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],,,-5.7601,-7.98,,,,
10167,O=C(O)c1ccccc1C(=O)Nc1ccccc1,,,-4.0814,,,,,
10168,CCN1C=CC(=CC=Cc2cc[n+](CC)c3ccccc23)c2ccccc21,,,-2.6816,,,,,
10169,O=C(O)c1cccc(Cl)c1[N+](=O)[O-],,,-2.6323,,,,,
10170,O=C(O)c1cccc(Cl)c1[N+](=O)[O-],,,-2.63,,,,,
10171,CCOC[C@H](N)C(=O)O,,,0.524,,,,,
10172,O=C(O)CCSSCCC(=O)O,,,-0.9301,,,,,
10173,C/C=C/C#N,,,-0.4287,,,,,
10174,C=CC(O)CCC,,,-0.5993,,,,,
10175,C=CC(O)C(C)C,,,-0.515,,,,,
10176,C/C=C/C(O)CC,,,-0.4198,,,,,
10177,O=C(O)C(=O)C(c1ccccc1)c1ccccc1,,,-2.3354,,,,,
10178,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,,,-2.9342,,,,,
10179,O=P(Oc1ccccc1)(N1CCOCC1)N1CCOCC1,,,0.3925,,,,,
10180,CCCCOC(=O)CCO,,,-1.2899,,,,,
10181,O=C(O)CC(SC(CC(=O)O)C(=O)O)C(=O)O,,,-0.4908,,,,,
10182,Cc1cccc(O)c1[N+](=O)[O-],,,-1.64,,,,,
10183,O=C(CCl)NC(=O)CCl,,,-2.2304,,,,,
10184,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,,,-6.7886,,,,,
10185,COc1cc(C(=O)O)c([N+](=O)[O-])cc1OC,,,-0.7543,,,,,
10186,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,,,-4.1949,,,,,
10187,O=S(=O)(c1ccccc1)N1CCCCC1,,,-2.5365,,,,,
10188,CCN(CC)C(C#N)c1ccccc1,,,-0.9738,,,,,
10189,O=[N+]([O-])Cc1ccc2ccccc2n1,,,-2.0545,,,,,
10190,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,,,-3.3522,,,,,
10191,O=C(O)C(S)CCC(S)C(=O)O,,,-2.4758,,,,,
10192,CCSC(=S)N[C@@H](CC(=O)O)C(=O)O,,,-1.3863,,,,,
10193,O=S(=O)(CCCl)CCOCCS(=O)(=O)CCCl,,,-1.9408,,,,,
10194,COc1cc(C(=O)O)ccc1C(=O)O,,,-1.9916,,,,,
10195,CC(=O)Nc1ccc(Cl)cc1C,,,-2.3097,,,,,
10196,CCCCc1c(C)[nH]c(N(C)C)nc1=O,,,-2.2416,,,,,
10197,CN1C2CCC1CC(OC(=O)C(COS(=O)(=O)O)c1ccccc1)C2,,,-1.5675,,,,,
10198,O=C(O)CC1CCCCC1,,,-1.6935,,,,,
10199,CCCCCCCCCCCCCCCCNC(=O)C(C)O,,,-3.6512,,,,,
10200,CCCCCNC(=O)C(C)O,,,-0.3825,,,,,
10201,OCC(O)C1OC(Oc2ccccc2)C(O)C(O)C1O,,,-1.5537,,,,,
10202,O=[N+]([O-])c1cccc(P(=O)(O)O)c1,,,0.6835,,,,,
10203,CCCCCCCCCCOC(=O)c1cccnc1,,,-3.1901,,,,,
10204,CC(C)CC(NC=O)C(=O)O,,,-0.7328,,,,,
10205,CS(=O)(=O)NS(C)(=O)=O,,,0.0402,,,,,
10206,CCCOC(=O)CCOC,,,-0.6598,,,,,
10207,COC(/C=C\C(OC)OC)OC,,,0.055,,,,,
10208,CC1=CCCN1C,,,0.1265,,,,,
10209,NNP(=S)(NN)c1ccccc1,,,-1.425,,,,,
10210,Cc1cc(C)cc(OCC(=O)O)c1,,,-2.3527,,,,,
10211,Clc1ccc2oc3ccc(Cl)cc3c2c1,,,-7.2135,,,,,
10212,CCCCCCNC(=O)C(C)O,,,-0.9487,,,,,
10213,CCCCOC(=O)C(C)OC(C)=O,,,-0.7536,,,,,
10214,CCc1nc2c(c(=O)n(C)c(=O)n2C)n1C,,,-1.5687,,,,,
10215,NC(N)=NC(N)=Nc1ccc2ccccc2c1,,,-2.5497,,,,,
10216,O=C(O)CC1NC(=O)NC1=O,,,-1.1517,,,,,
10217,Cc1ccc([N+](=O)[O-])cc1O,,,-2.1851,,,,,
10218,NC(=O)SCC(=O)Nc1ccccc1,,,-1.3228,,,,,
10219,CCOC(=O)C(CC(=O)O)=C(c1ccccc1)c1ccccc1,,,-2.1908,,,,,
10220,Cn1cnc2nc(Cl)nc(NN)c21,,,-1.1427,,,,,
10221,CCOC(=O)c1c(C)oc(C)c(C(=O)OCC)c1=O,,,-1.5255,,,,,
10222,Nc1cc([N+](=O)[O-])ccc1I,,,-4.4216,,,,,
10223,N#CCCN(CCC#N)C(CCC(=O)O)C(=O)O,,,-0.2275,,,,,
10224,CSCCC(C(=O)O)N(CCC#N)CCC#N,,,-1.3279,,,,,
10225,CCCCCCCCOC(=O)C(C)O,,,-1.2726,,,,,
10226,O=C1COc2ccccc2N1,,,-2.5716,,,,,
10227,CCC/C(=C\C(=O)O)C(=O)O,,,-1.1538,,,,,
10228,CCOC(=O)N1CCN(C(=O)OCC)CC1,,,-0.7288,,,,,
10229,CC[C@H](C)c1cccc([C@H](C)CC)c1O,,,-5.0593,,,,,
10230,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,,,-7.3213,,,,,
10231,CCN(/N=C/c1ccc([N+](=O)[O-])o1)C(N)=O,,,-2.9395,,,,,
10232,O=C(O)CCCCCc1ccccc1,,,-2.6026,,,,,
10233,CCCCC(C)(O)CC,,,-1.7356,,,,,
10234,CC1=C(C(=O)O)CCC1(C)C,,,-2.8871,,,,,
10235,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,,,-4.831,,,,,
10236,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,,-5.1244,,,,,
10237,CCOC1CC1,,,-0.6407,,,,,
10238,Cn1cnc2c1c(=O)n(CC(=O)O)c(=O)n2C,,,-1.3769,,,,,
10239,C[C@@H]1NC(=O)[C@@H](C)NC1=O,,,-0.1528,,,,,
10240,O=C1CCC(C(=O)Nc2ccccc2)N1,,,-1.3278,,,,,
10241,Oc1ccc(Sc2ccccc2)cc1,,,-2.7745,,,,,
10242,CCOCOCOCC,,,-0.1277,,,,,
10243,O=C1OCc2ccc3ccccc3c12,,,-3.3062,,,,,
10244,O=C(O)CNC(=O)c1ccco1,,,-0.7272,,,,,
10245,Nc1ccc(S(=O)(=O)Nc2ncc(C(=O)O)s2)cc1,,,-2.8741,,,,,
10246,CCC(CC)(CC(=O)O)C(=O)O,,,-0.7962,,,,,
10247,O=C(O)C(O)C(O)c1ccccc1,,,-0.3063,,,,,
10248,CC=C(Cc1ccccc1)C(=O)O,,,-2.5648,,,,,
10249,O=C(O)c1ccc(NC(=O)c2cccnc2)cc1,,,-3.0832,,,,,
10250,CCOC(OCC)C(C)=O,,,-0.2059,,,,,
10251,O=C1CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCN1,,,-2.8126,,,,,
10252,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,,-5.3544,,,,,
10253,O=c1c(C2CCCc3ccccc32)c(O)oc2ccccc12,,,-4.8638,,,,,
10254,CC(=O)OCCS,,,-1.5,,,,,
10255,Cc1c(Cl)c(=O)n(C(C)(C)C)c(=O)[nH]1,,,-2.4845,-11.14,,,,
10256,COP(=S)(OC)SSP(=S)(OC)OC,,,-4.3981,,,,,
10257,NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)CO,,,-0.1288,,,,,
10258,O=C(O)CCP(=O)(O)O,,,0.5007,,,,,
10259,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,,,-0.8167,,,,,
10260,CCN(CC)CCSCCN(CC)CC,,,-2.3663,,,,,
10261,CC(=O)CC(CC(=O)O)c1ccccc1,,,-1.4463,,,,,
10262,CCN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],,,-3.7007,,,,,
10263,Nc1ccc(C#Cc2ccc(N)cc2)cc1,,,-2.4326,,,,,
10264,O=C(O)c1ccccc1C(=O)c1ccccc1O,,,-2.3428,,,,,
10265,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1ccccc1C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,-3.5782,,,,,
10266,CCC(O)C(Cl)(Cl)Cl,,,-0.9481,,,,,
10267,CC(C)CC1OCCO1,,,-0.3695,,,,,
10268,O=C1CCCCCCCCN1,,,-1.0737,,,,,
10269,CNCl,,,0.2806,,,,,
10270,O=C(O)C(S)CS,,,-0.2374,,,,,
10271,O=[N+]([O-])c1ccc(/C=N/O)o1,,,-2.1934,,,,,
10272,O=C1CCCCCN1C(=O)c1ccccc1,,,-2.1667,,,,,
10273,O=C1C=CC(=NNc2ccc(N=Nc3ccccc3)c3ccccc23)C=C1,,,-6.0092,,,,,
10274,CC1(C)C2CCC1(C)C(N)(C(=O)O)C2,,,-1.5961,,,,,
10275,Br.CCNCC,,,0.8123,,,,,
10276,Cc1ccc(S(N)(=O)=O)cc1N,,,-1.9169,,,,,
10277,CCCCCCCCNC(=O)C(C)O,,,-2.2827,,,,,
10278,CCCCCCCCCCNC(=O)C(C)O,,,-3.3605,,,,,
10279,C=CCOC(=O)C(C)OC(=O)C(C)O,,,-0.6826,,,,,
10280,CNCC(O)C(O)C(O)C(O)CO,,,0.4084,,,,,
10281,COC(=O)C(C)OC(C)=O,,,-0.2617,,,,,
10282,N#CCCN(CCC#N)CC(=O)O,,,0.4578,,,,,
10283,COc1cc2nccnc2c(N)c1OC,,,-1.7102,,,,,
10284,Cc1ccc(N(C)C(N)=O)cc1,,,-0.423,,,,,
10285,CC(C)CC(C)CO,,,-1.6007,,,,,
10286,NC(=O)c1ccc(S(N)(=O)=O)cc1,,,-2.3015,,,,,
10287,Cc1c(S(=O)(=O)O)nc[nH]1,,,0.188,,,,,
10288,Cc1ccc2[nH]c(=O)c(=O)[nH]c2c1,,,-3.0418,,,,,
10289,O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,,,-2.9677,,,,,
10290,CN1c2ccccc2C(O)(c2ccccc2)c2ccccc21,,,-3.9031,,,,,
10291,CC1(C(=O)O)CCCC=C1C(=O)O,,,-1.9642,,,,,
10292,N#CCCN(CCC#N)C(CC(=O)O)C(=O)O,,,-1.5337,,,,,
10293,CN(C)C(=O)c1ccccc1C(=O)N(C)C,,,0.5083,,,,,
10294,C=CCc1ccc(OCC(=O)O)c(OC)c1,,,-2.2786,,,,,
10295,C/C=C\C(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@@]21CO1,,,-2.9196,,,,,
10296,CCCCCOC(=O)C(C)O,,,-1.2047,,,,,
10297,O=C(O)COc1ccc(Cl)cc1CO,,,-2.0347,,,,,
10298,C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,,,-3.5932,,,,,
10299,Clc1cccc(Oc2ccccc2)c1,,,-4.2107,,,,,
10300,C=C(C)[C@@H]1CC=C(C)C(=O)C1,,,-2.0608,,,,,
10301,O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1O,,,-5.122000000000001,,,,,
10302,O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1O,,,-4.5452,,,,,
10303,CC(NC(=O)C(Br)C(C)C)C(=O)O,,,-0.4825,,,,,
10304,CCCCCOC(=O)c1ccc(O)cc1,,,-3.8135,,,,,
10305,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,-5.2567,,,,,
10306,O=CCc1ccc2OCOc2c1,,,-1.96,,,,,
10307,O=C1CC(C(=O)O)Cc2ccccc12,,,-2.1031,,,,,
10308,CCNc1nc(Cl)nc(NCC(=O)OCC)n1,,,-2.9374,,,,,
10309,NC(CO)C(=O)NC(CO)C(=O)O,,,-0.5847,,,,,
10310,O=NC1=C(NO)CCC1,,,-1.9937,,,,,
10311,CC1CCC(=O)N1c1ccccc1,,,-0.8457,,,,,
10312,COC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],,,-2.0853,,,,,
10313,CC(C)OC(=O)c1cccc([N+](=O)[O-])c1C(=O)O,,,-2.3466,,,,,
10314,CC(C)OC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],,,-2.4897,,,,,
10315,CC(C)(C)OC(=O)c1cccc([N+](=O)[O-])c1C(=O)O,,,-3.0467,,,,,
10316,CC(C)CCOC(=O)c1cccc([N+](=O)[O-])c1C(=O)O,,,-3.0689,,,,,
10317,Cc1cc(C)c([PH](=O)O)c(C)c1,,,-2.7896,,,,,
10318,CCC(C)OC,,,-0.7306,,,,,
10319,C=CCOC(CO)CO,,,0.481,,,,,
10320,CN(/C(N)=N/[N+](=O)[O-])[N+](=O)[O-],,,-0.6104,,,,,
10321,CCC(C)OC(=O)c1cccc([N+](=O)[O-])c1C(=O)O,,,-2.7193,,,,,
10322,C[C@H]1CCCC[C@@H]1C,,,-4.3341,,,,,
10323,N[C@@H](CO)C(=O)O,,,-0.3861,,,,,
10324,Clc1ccc(Oc2ccccc2Cl)cc1,,,-5.52,,,,,
10325,CC(=O)NC(NC(C)=O)c1ccccc1,,,-1.3144,,,,,
10326,CNC(=O)/C=C(\C)OP(=O)(OC)OC,,,0.6514,,,,,
10327,COc1c(Cl)c(Cl)cc(Cl)c1Cl,,,-5.1307,,,,,
10328,NC(=O)N/N=C/C(O)C(O)C(O)C(O)CO,,,-0.4257,,,,,
10329,CCCCOC(=O)c1cccnc1,,,-1.8367,,,,,
10330,O=C(OCCCO)c1ccccc1,,,-1.2558,,,,,
10331,CNC(=O)Oc1ccccc1C1OCCO1,,,-1.5706,,,,,
10332,Clc1ccc(Oc2ccccc2)cc1,,,-4.7925,,,,,
10333,CC(C)c1ccccc1Br,,,-4.1898,,,,,
10334,CCCCP(=O)(CCCC)OCC,,,-1.2005,,,,,
10335,Cc1cc(O)c([N+](=O)[O-])cc1Cl,,,-4.3901,,,,,
10336,COc1cc(C(Cl)(Cl)Cl)cc(Cl)n1,,,-4.3635,,,,,
10337,CCOc1ccc(N(C(C)=O)C(C)=O)cc1,,,-1.947,,,,,
10338,CCCCOP(=O)(OCC)OCCCC,,,-1.8456,,,,,
10339,CCCCOP(=O)(OC)OCCCC,,,-1.4995,,,,,
10340,O=C(O)c1cccc2ncccc12,,,-2.6774,,,,,
10341,COC(=O)c1cc(Cl)cc(N)c1Cl,,,-3.2634,,,,,
10342,CCC(C)(O)C(C)(C)C,,,-1.2708,,,,,
10343,CN(C)C(=O)CCC(=O)N(C)C,,,0.5035,,,,,
10344,O=C(O)CC[Se][Se]CCC(=O)O,,,-2.2681,,,,,
10345,O=C1CN(CO)C(=O)CN1CO,,,-0.4168,,,,,
10346,CC(C)C1C(=O)NC(=O)NC1=O,,,-1.4556,,,,,
10347,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCOCC1,,,-2.1425,,,,,
10348,CC(=O)N(C)N=O,,,-0.7684,,,,,
10349,O=CC1CC2C3C1C1(Cl)C(Cl)(Cl)C3(Cl)C3(Cl)C2C13Cl,,,-7.2006,,,,,
10350,O=S=O,,,0.2235,,,,,
10351,CCNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],,,-3.4085,,,,,
10352,Nc1nc2c(O)cccc2s1,,,-1.9196,,,,,
10353,CC1(C(=O)O)CCOC1=O,,,0.8412,,,,,
10354,O=C(O)c1ccc2C(=O)c3ccccc3C(=O)c2c1C(=O)O,,,-2.8141,,,,,
10355,Nc1nc(=O)n([C@H]2CC[C@@H](CO)O2)cc1,,,-0.4416,,,,,
10356,COC1(C)COC(C)(OC)CO1,,,-1.246,,,,,
10357,C/C=C/c1ccc(OCC(=O)O)c(OC)c1,,,-1.5826,,,,,
10358,O=C1CCCCCCCCCCCCN1,,,-2.6260000000000003,,,,,
10359,OCc1cc(Cl)c(Cl)c(Cl)c1,,,-3.0948,,,,,
10360,II,,,-2.886,,,,,
10361,Oc1cccc2cncnc12,,,-2.0361,,,,,
10362,CCCCS[S+]([O-])CCCC,,,-2.2886,,,,,
10363,NCC(O)c1ccccc1,,,-0.4764,,,,,
10364,CC(Cl)C(C)Cl,,,-2.3541,,,,,
10365,O=C(c1ccco1)N(O)c1ccccc1,,,-3.194,,,,,
10366,O=S(=O)(O)O,,,1.0084,,,,,
10367,CCCOC(=O)c1cccnc1,,,-1.2403,,,,,
10368,Cn1c([N+](=O)[O-])cnc1COC(N)=O,,,-1.8433,,,,,
10369,CCCCC(NC(C)=O)C(=O)O,,,-0.6823,,,,,
10370,COP(=O)(OC)O/C(C)=C/C(=O)OC(C)c1ccccc1,,,-2.4973,,,,,
10371,O=C(O)c1c(Cl)ccc2ccccc12,,,-2.3152,,,,,
10372,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,,,-3.795,,,,,
10373,N#N,,,-0.1901,,,,,
10374,O=[As](O)(O)O,,,0.6187,,,,,
10375,O=O,,,0.0691,,,,,
10376,ClCl,,,-1.0513,,,,,
10377,COC(=O)/C=C(\C)OP(=O)(OC)OC,,,0.4276,,,,,
10378,CCC(Cl)(Cl)Cl,,,-1.8898,,,,,
10379,CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC,,,-3.9351,,,,,
10380,CCC(CC)c1cccc(OC(=O)NC)c1.CCCC(C)c1cccc(OC(=O)NC)c1,,,-3.947,,,,,
10381,CCCCCCCCOCCO,,,-2.125,,,,,
10382,CC(C)[C@@H](O)C#N,,,0.3048,,,,,
10383,CCC(CC)COC(C)=O,,,-1.3528,,,,,
10384,Cl/C=C/CCl,,,-1.598,,,,,
10385,CC1CC1(C(=O)O)C(=O)O,,,0.8412,,,,,
10386,O=C(O)CC(C(=O)O)(c1ccccc1)c1ccccc1,,,-2.4318,,,,,
10387,N#CC(Br)(Br)C(N)=O,,,-1.2075,,,,,
10388,COP(N)(=O)SC,,,0.8504,,,,,
10389,CC(C)CN1CCOCC1,,,-0.7089,,,,,
10390,CC(=O)N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(=O)O,,,-2.1830000000000003,,,,,
10391,O=C(O)c1ccc2ncccc2c1,,,-0.0456,,,,,
10392,O=C(NC1CCCCC1)c1cccnc1,,,-2.319,,,,,
10393,CC12CCC(C(O)C1=O)C2(C)C,,,-0.9249,,,,,
10394,Nc1cc([N+](=O)[O-])ccc1Br,,,-3.5583,,,,,
10395,CCCCCCCCOCC(O)CO,,,-1.9208,,,,,
10396,CCOC(=O)CCCOc1ccc(Cl)cc1C,,,-4.4095,,,,,
10397,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,,,-3.6693,,,,,
10398,Cc1c(Cl)c(O)c(Cl)c(Cl)c1Cl,,,-4.6021,,,,,
10399,CCOP(=O)(OC)OC,,,0.5112,,,,,
10400,CCOP(=S)(OCC)SC[S+]([O-])C(C)(C)C,,,-2.4421,,,,,
10401,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,,,-5.0389,,,,,
10402,C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32,,,-3.4428,,,,,
10403,O=P(O)(O)CCCl,,,0.8401,,,,,
10404,CCOc1cc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2Br)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,,,-8.8336,,,,,
10405,CNC(=O)Oc1cc(C)cc(C)c1C,,,-1.9851,,,,,
10406,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,,,-2.5959,,,,,
10407,CC(C)OCC(O)COC(C)C,,,0.0549,,,,,
10408,CC(=O)c1ccc(O)c(C(=O)O)c1,,,-2.2304,,,,,
10409,ClCC(Cl)(Cl)CCl,,,-2.5785,,,,,
10410,COC1C(O)[C@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)C4CC[C@]3(O)C2)OC(CO[C@@H]2C(O)C[C@@H](O)OC2C)[C@H]1O,,,-1.94,,,,,
10411,CN(C)C(=O)c1ccc(C(=O)N(C)C)cc1,,,0.2656,,,,,
10412,O=C(Nc1ccccn1)c1cccnc1,,,-2.9771,,,,,
10413,CCN(CC)C(=O)/C(Cl)=C(\C)OP(=O)(OC)OC,,,0.5233,,,,,
10414,O=C1C(Br)=CC(=CNOc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C=C1Br,,,-6.6637,,,,,
10415,CCCSP(=O)(OCC)SCCC,,,-2.5094,,,,,
10416,O=c1[nH]c2cncnc2[nH]1,,,-1.5141,,,,,
10417,CN(CC(=O)O)N=O,,,0.9278,,,,,
10418,N=C(N)NC(=N)Nc1cccc2ccccc12,,,-2.3151,,,,,
10419,CCOP(=O)(OCC)SCc1ccccc1,,,-2.4155,,,,,
10420,Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O,,,0.1956,,,,,
10421,CCCCNCC,,,-0.4405,,,,,
10422,Cn1c(=O)c2nccnc2n(C)c1=O,,,-1.4598,,,,,
10423,CC1(C)Cc2cccc([N+](=O)[O-])c2O1,,,-3.2068,,,,,
10424,CC(=O)N[C@@H](CSc1ccc(Cl)c(Cl)c1)C(=O)O,,,-2.8868,,,,,
10425,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,,,-4.9489,,,,,
10426,O=c1ccc(I)c[nH]1,,,-1.7423,,,,,
10427,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,,,0.3322,,,,,
10428,CCNc1nc(OC)nc(N(CC)CC)n1,,,-2.9987,,,,,
10429,CCCCOC(=O)C(C)OC(=O)C(C)O,,,-1.3752,,,,,
10430,NC(=O)NCNC(N)=O,,,-0.6525,,,,,
10431,CCC(O)CN,,,1.0499,,,,,
10432,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,,,-13.1719,,,,,
10433,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,,,-4.1322,,,,,
10434,O=C(O)c1cc[n+]([O-])cc1,,,-1.102,,,,,
10435,CCCC1CCCNC1,,,-1.011,,,,,
10436,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,,,-2.4361,,,,,
10437,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,,,-4.9453,,,,,
10438,[N-]=[N+]=NCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,,,-1.1692,,,,,
10439,CCC(C)N,,,0.1851,,,,,
10440,O=C(O)/C=C/CBr,,,-0.7403,,,,,
10441,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,,,-3.9422,,,,,
10442,C/C=C/CC1(C/C=C/C)C(=O)NC(=O)NC1=O,,,-2.1973,,,,,
10443,Cc1c(C(=O)O)cc([C@H](O)[C@H](O)[C@H](O)CO)o1,,,-1.2774,,,,,
10444,CN(C)c1ncnc2nccnc12,,,-1.0216,,,,,
10445,CCOCCC(=O)OC,,,-0.0719,,,,,
10446,CCCCOC(=O)CCOCC,,,-1.6391,,,,,
10447,CCCCCOC(=O)CCOCC,,,-2.1956,,,,,
10448,CCCCCCOC(=O)CCOCC,,,-2.8289,,,,,
10449,CCCOCCC(=O)OC,,,-0.6334,,,,,
10450,CCCOCCC(=O)OCCC,,,-1.6848,,,,,
10451,CCCCOCCC(=O)OCCCC,,,-2.4029,,,,,
10452,c1ccc2OCCOCCOc3ccccc3OCCOCCOc2c1,,,-4.6935,,,,,
10453,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,,,-4.1558,,,,,
10454,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,,,-4.4603,,,,,
10455,CC(C)C(N)C(=O)NCC(=O)O,,,0.4579,,,,,
10456,CN(C)C(=O)c1cccc(C(=O)N(C)C)c1,,,0.487,,,,,
10457,O=C(O)CCC[Se][Se]CCCC(=O)O,,,-2.2471,,,,,
10458,CCOC(=O)COc1ccc(Cl)cc1,,,-2.4206,,,,,
10459,COC(=O)C(Cl)Cc1ccc(Cl)cc1,,,-3.7655,,,,,
10460,Cc1ccccc1Oc1cccnn1,,,-1.969,,,,,
10461,Cn1c(=O)[nH]n(-c2ccccc2)c1=O,,,-2.9804,,,,,
10462,C=CCOc1ccccc1C(N)=O,,,-2.2273,,,,,
10463,CC(C)C1NC(=O)CNC1=O,,,-0.8926,,,,,
10464,CCCC(C)C(O)CC,,,-1.9636,,,,,
10465,CC1(C)CCC2(CCC(C)(C)O2)O1,,,-1.9644,,,,,
10466,O=S(=O)(c1ccccc1O)c1ccccc1O,,,-3.3192,,,,,
10467,N#CCCN[C@@H](Cc1ccccc1)C(=O)O,,,-1.4939,,,,,
10468,ClC(Cl)C(Cl)C(Cl)Cl,,,-2.7223,,,,,
10469,NC(Cc1cc(Cl)c(O)c(Cl)c1)C(=O)O,,,-1.7546,,,,,
10470,O=C(O)CC(O)(CC(=O)O)C(=O)Nc1ccccc1,,,-0.4874,,,,,
10471,COC(=O)c1ccc(O)c(I)c1,,,-3.3138,,,,,
